,Ticker,MarketCap,AvgVol,Turnover
755,MMT.PA,1.879B,183233,2674707.84458
756,MON.PA,722.4M,52094,1917358.19471
757,MONC.PA,1.249B,4,0
759,MRB.PA,148.6M,6789,52798.1841004
760,MRK.PA,125.4B,837,29736.8163022
761,MRN.PA,462.7M,15023,553145.778523
762,MTU.PA,476.2M,8815,323598.868787
764,MUN.PA,18.4M,21644,25773.5033
765,NANO.PA,177.0M,406166,1888198.98563
766,NEO.PA,1.873B,68755,4999039.2799
768,NERG.PA,11.1M,24,431.446018102
769,NEX.PA,1.602B,170426,6808004.8422
770,NK.PA,4.703B,63509,5007071.07381
771,NRO.PA,351.1M,5522,111402.231456
772,NRX.PA,515.9M,7660,488576.075309
773,NSGP.PA,33.9M,46,838.217954236
774,NTG.PA,137.4M,18851,92609.6859558
775,NXI.PA,1.608B,83877,1744321.56941
776,NXTV.PA,362.0M,13195,472337.367203
778,ODET.PA,4.248B,276,283901.699093
779,OLG.PA,35.0M,7229,9610.73762714
780,OPN.PA,85.6M,3829,70821.4553667
781,OR.PA,75.454B,583607,76886080.6071
782,ORAP.PA,57.6M,1636,57841.5073266
783,ORC.PA,66.3M,530569,750977.679102
784,ORIA.PA,237.8M,2,489.100239321
785,OROS.PA,32.6M,0,0
786,ORP.PA,2.845B,105596,3777280.75468
788,OSI.PA,118.6M,3140,99455.6187567
790,OXI.PA,4.6M,66658,620.588235294
792,PAOR.PA,1.180B,3936,291147.823488
793,PARP.PA,115.0M,42629,74797.6935659
794,PARRO.PA,219.6M,15306,382156.615833
795,PAT.PA,206.0M,498,16095.3495912
796,PCA.PA,57.0M,5167,33053.1953922
797,PERR.PA,146.4M,345,51561.3661611
799,PGP.PA,156.4B,244,13221.0737207
800,PHA.PA,309.4M,946,170870.879806
801,PIG.PA,397.8M,20272,387986.443865
802,PM.PA,101.0B,745,47700.3580119
803,POM.PA,3.406B,237016,7015037.33682
807,PRC.PA,98.4M,14201,563397.764519
809,PREC.PA,51.2M,1214,23158.7258801
810,PROL.PA,25.0M,66948,233637.887905
812,PSAT.PA,33.7M,435,7495.36503212
813,PSB.PA,181.6M,2322,151335.439042
815,PUB.PA,12.767B,790787,48945900.2464
816,PUS.PA,20.9M,2465,12576.0501369
817,PVL.PA,72.6M,8195,83903.1721217
818,QTE.PA,21.8M,29,853.180351578
819,QUA.PA,20.4M,51887,259158.949738
820,RAL.PA,1.946B,58860,1817128.10647
821,RAN.PA,35.8M,12018,29603.623466
822,RBT.PA,388.4M,263,59649.1093301
823,RCF.PA,2.559B,124856,5334625.90844
824,RCO.PA,3.261B,94227,9398380.01961
826,RE.PA,4.767B,1134,182546.324994
827,RF.PA,3.999B,73930,1926623.90465
828,RI.PA,23.020B,441940,48077267.538
829,RIA.PA,623.1M,79915,1872088.30885
830,RIB.PA,38.7M,6932,14747.6520544
832,RIN.PA,1.856B,3828,654021.511213
833,RLL.PA,289.6M,131,5085.8002617
834,RMS.PA,27.399B,11849,3855303.36564
835,RNO.PA,18.213B,963075,66094289.6556
836,ROCA.PA,6.3M,1307,129.878789966
837,ROD.PA,18.3M,48131,192329.013778
839,RUI.PA,1.761B,82058,3839382.44579
840,RX.PA,56.3M,65793,243692.288976
841,RXL.PA,4.769B,710803,10546792.4093
842,RXLNV.PA,5.408B,26,1109.06070387
843,SABE.PA,45.3M,400,3124.1934665
844,SACI.PA,60.7M,1,0
845,SAF.PA,19.806B,741427,36115340.5078
846,SAFT.PA,715.1M,41290,1085972.05916
848,SAMS.PA,309.5M,413,30099.9550778
849,SAN.PA,102.6B,2276801,-
853,SCDU.PA,19.1M,183,202.828066736
854,SCDV.PA,95.1M,340,12926.0359588
855,SCHP.PA,232.7M,3184,115347.536353
856,SCR.PA,4.763B,302183,8424095.53162
857,SDG.PA,466.5M,8688,227904.502635
858,SDT.PA,5.7M,7191,28463.3016133
859,SEC.PA,1.1M,2306,604.481637713
861,SEQ.PA,122.1M,46905,486640.700208
863,SESL.PA,171.0M,10552,112039.340103
864,SEV.PA,7.313B,977526,13018110.9747
865,SFBS.PA,59.6M,123,7060.60591243
866,SFCA.PA,6.0M,1992,697.475394338
867,SFT.PA,15.1M,101,4539.82496805
868,SGO.PA,22.991B,1823228,63004524.3047
870,SII.PA,145.0M,5580,53848.6940355
871,SIPH.PA,174.0M,5322,159835.793185
872,SK.PA,3.206B,38292,3842765.80396
873,SLB.PA,110.6B,3573,322072.348611
875,SMTPC.PA,177.5M,2042,56830.5649411
876,SO.PA,2.079B,844,132235.30628
877,SOA.PA,25.7M,480,475.903221363
878,SOFR.PA,140.9M,8,554.297670495
879,SOG.PA,84.2M,1565,52018.2670471
880,SOI.PA,386.3M,3940024,5580021.49634
881,SOP.PA,969.9M,13874,902132.817617
882,SPEL.PA,28.9M,8528,4898.41760473
884,SPI.PA,88.2M,2644,152059.230055
885,SPRIC.PA,93.0M,98,469.231368498
886,SQI.PA,75.0M,6163,130585.471613
887,SQINR.PA,7.3M,3,43.9686132488
888,STAL.PA,71.2M,59,42251.7245146
889,STF.PA,738.2M,3920,277257.022951
891,STM.PA,5.914B,1796834,17495573.1915
892,STNT.PA,105.3M,24422,464171.504175
893,SU.PA,38.576B,1387908,91449125.8091
895,SW.PA,11.969B,162986,13010704.5427
896,SWP.PA,172.3M,4877,185649.342851
897,SX.PA,40.9M,22554,47388.7378981
898,SY.PA,207.6M,339,9502.19321293
899,TAM.PA,244.5M,794,146701.827279
900,TCH.PA,1.985B,981598,4058837.40138
901,TEC.PA,10.104B,399052,37268621.1989
902,TEO.PA,83.3M,204579,420478.951791
903,TEONR.PA,42.0M,988,439.253521127
904,TES.PA,285.0M,953,125096.47816
905,TFF.PA,323.8M,871,70186.3327078
906,TFI.PA,2.580B,406802,5261007.92703
908,THEP.PA,326.5M,1259,124930.029131
909,THER.PA,40.6M,328,4147.58592311
910,TIPI.PA,56.2M,88,8173.20932757
911,TNFN.PA,103.8M,32,302.084674851
912,TNG.PA,309.8M,64790,734932.193922
913,TONN.PA,1.1M,60,530.983141051
914,TOU.PA,79.0M,915,17291.25065
915,TOUP.PA,105.5M,2157,66489.6484655
916,TRI.PA,251.1M,6339,368371.225294
917,TVLY.PA,12.7M,268,1937.8156895
918,TVRB.PA,77.1M,92,9213.38563386
919,UBI.PA,1.441B,361457,5013795.0903
920,UDIS.PA,81.3M,5061,81367.9318639
921,UFF.PA,312.1M,4605,57526.1138636
922,UG.PA,3.776B,6349300,49647588.1472
923,ULDV.PA,34.1M,286,1371.6408464
925,UNBL.PA,1.247B,20,1635.13828539
927,VAC.PA,279.5M,8543,267375.669631
928,VCT.PA,2.775B,27904,1378986.34614
929,VET.PA,16.1M,2532,54014.2189356
930,VETO.PA,420.1M,3708,191287.706995
931,VIA.PA,9.1M,0,50311.2518688
932,VIE.PA,7.760B,2121795,30270463.7804
933,VIL.PA,158.3M,6746,42418.3676756
934,VIRP.PA,1.380B,3201,820900.330228
935,VIV.PA,24.429B,4396849,89537444.9385
936,VK.PA,4.529B,1088955,29618961.5106
938,VMMA.PA,93.4M,1133,35898.991684
939,VRAP.PA,243.2M,1967,63928.494039
940,VRNL.PA,4.3M,179,330.13209139
943,XIL.PA,10.0M,3723,8368.9981793
944,ZC.PA,6.762B,506609,38804548.0738
