,Ticker,MarketCap,AvgVol,Turnover
527,MUB.DE,324.9M,3279,53638.3651547
528,MUM.DE,93.7M,12011,46222.8911434
529,MUV2.DE,27.876B,560602,102270985.257
530,MVV1.DE,1.532B,733,40718.5623526
531,MWB.DE,8.8M,3815,457.060625689
532,MXH.DE,114.9M,26261,114429.947042
533,MYM.DE,1.730B,506,18658.9242285
534,MZX.DE,62.1M,2835,47925.6731289
535,N1M.DE,89.0M,1063,4310.7855502
536,N1N.DE,1.5M,4075,1311.36947883
537,N2F.DE,10.6M,3096,10263.2491028
538,N3Y.DE,2.277B,1660,287.075948026
539,N7E.DE,16.6M,28633,730.509850999
540,N7G.DE,108.1M,1810,210969.508101
541,NBG6.DE,841.0M,294,18487.4763397
542,NC2B.DE,57.774B,3293,3185.35344269
543,NC5.DE,3.4M,14010,3786.29064617
544,NDA.DE,1.713B,177654,8207876.57826
545,NDX1.DE,1.310B,1478062,13316207.79
546,NEM.DE,686.3M,12465,493006.548607
547,NESR.DE,180.4B,25063,1831538.91199
549,NF7K.DE,210K,1153,212.470412011
550,NGLB.DE,23.204B,3276,96809.2276396
551,NK2A.DE,107.6M,1932,856.2640625
552,NKE.DE,49.088B,925,45807.8055006
553,NLB1.DE,1.345B,518,1821.00185368
554,NNNC.DE,475.1B,894,-
555,NNS.DE,17.4M,1942,14748.7814989
556,NNX.DE,163K,10645,489.994537911
557,NOEJ.DE,1.304B,56659,2699896.18567
558,NOH1.DE,8.238B,7063,9571.80931706
559,NOT.DE,162.0B,11701,769016.161097
561,NSU.DE,26.933B,99,50828.256831
562,NTG.DE,88.8M,3438,66077.4826771
563,NW3.DE,70.1M,5000,-
564,NWT.DE,203.3B,908,25404.6884333
565,NXI.DE,14.3M,7827,13688.0451848
566,NXU.DE,177.9M,7264,73124.313685
567,O1BC.DE,509.0M,8334,785653.877908
568,O2C.DE,918.4M,232903,3751261.7389
569,O2D.DE,6.798B,1180417,6069218.57119
570,O3P.DE,2.410B,1639,52553.3525594
571,O3S.DE,40.4M,16384,1068.75270108
572,O4B.DE,255.0M,162,1787.13709494
573,O5G.DE,236.0M,122832,15028.7513473
574,O5H.DE,10.8M,9751,11457.1547767
575,OAL.DE,5.8M,1725,3209.19867082
576,OBH.DE,3.565B,2946,20047.0562665
577,OBS.DE,27.0M,3936,12629.3265174
578,OCI1.DE,10.566B,425,6453.14630346
579,OEWA.DE,4.999B,4090,51250.9259482
580,OHB.DE,394.2M,13050,235440.917477
581,OHT.DE,20.6M,24474,14023.5767581
582,OKL.DE,6.278B,704,2729.43944637
583,OMV.DE,10.810B,8079,108504.515187
584,OPC.DE,60.453B,128,2943.58010417
585,OSP2.DE,144.2M,10503,88770.4724437
586,OSR.DE,3.390B,407462,14980938.7114
587,P01.DE,20.1M,21984,-
589,P1Z.DE,609.3M,83949,923466.818719
590,P2G1.DE,977.3M,8852,21526.611789
591,P4I.DE,4.569B,6948,1300.35317068
592,P4O.DE,11.7M,3094,22900.2667137
593,P4T.DE,25.0M,563,1851.55646785
594,PA2.DE,1.676B,2357,21776.166044
595,PA8.DE,85.7M,220017,824089.960732
596,PC6.DE,166.0B,16891,17447.5545876
597,PDA.DE,1.3M,3127,696.329264303
598,PEP.DE,98.847B,270,14595.9690347
599,PFV.DE,788.4M,24984,1909145.73253
600,PGN.DE,64.5M,9252,88308.3154357
601,PHBN.DE,7.563B,79,5867.48344553
602,PIL3.DE,5.826B,1940,9907.35820664
604,PJXC.DE,71.484B,3657,5228.84762172
605,PND.DE,4.122B,1617,4236.17387651
606,PNE3.DE,162.4M,190987,887423.799513
607,PNG.DE,69.4M,4213,114491.380963
608,POC.DE,23.684B,498,21481.9810928
609,PQL.DE,133.7M,2044,4623.04542988
610,PRA.DE,1.3M,233668,33526.5197738
611,PRC.DE,3.9M,7950,3764.13410129
612,PS4.DE,21.8M,24522,264376.410585
613,PSAN.DE,203.3M,26766,363263.297649
614,PSM.DE,7.124B,606607,26262721.5967
615,PT8.DE,28.7M,13177,21871.1292344
616,PUI.DE,501.0M,325,92423.6702964
617,PUM.DE,3.107B,4931,2021386.53648
618,PUS.DE,154.9M,2263,158591.648133
619,PUT2.DE,14.7M,3764,1482.56073415
620,PV3A.DE,95.1M,0,-
621,PWO.DE,160.9M,2192,87609.9111535
623,PZS.DE,50.2M,11154,20555.8436302
624,QB7.DE,59.1M,8263,2437.911101
625,QIA.DE,4.158B,431312,6816213.56601
626,QSC.DE,401.0M,550854,2554295.94125
627,R1T.DE,183.2M,1390,145190.167959
628,R3Q.DE,1.201B,5371,3181.01334652
629,R6C.DE,189.9B,40194,1489193.19534
630,R6C3.DE,200.4B,3352,126460.242608
631,RAA.DE,2.675B,7870,1465521.5096
632,RAD.DE,972.6M,891,17153.2395664
633,RAE.DE,148.9M,24414,1373.23214132
634,RAW.DE,6.205B,7621,122794.225994
635,RCMN.DE,23.6M,24072,-
636,REB.DE,17.2M,28197,1118.16767962
637,REP.DE,25.377B,4938,121278.612279
638,RGR1.DE,5.088B,34,1168.2334934
639,RHK.DE,3.297B,305926,8192461.70848
640,RHM.DE,1.962B,180120,8135031.2045
642,RHO5.DE,182.0B,2625,704342.06544
643,RIO1.DE,72.928B,11815,534835.263126
645,RO5K.DE,12.8M,599,3252.07686604
646,ROH.DE,248.8M,3118,1048.6722336
647,RPL.DE,6.936B,767,12100.6078843
