,Ticker,Turnover
2710,PHX,0.0
2711,PHZ,1160.0
2712,PI2,0.0
2713,PIA,0.0
2714,PIE1,0.0
2715,PIL3,0.0
2716,PIO,0.0
2717,PIP,0.0
2718,PJC,0.0
2719,PJFB,0.0
2720,PJJ,0.0
2721,PJM,0.0
2722,PK5,0.0
2723,PKA,0.0
2724,PKL,0.0
2725,PKN,0.0
2726,PKY1,0.0
2727,PLEA,0.0
2728,PLF,0.0
2729,PLG,0.0
2730,PLL,0.0
2731,PLT,0.0
2732,PLY,0.0
2733,PM6,0.0
2734,PM7A,0.0
2735,PMC,0.0
2736,PMGN,0.0
2737,PML,0.0
2738,PMQ,0.0
2739,PMTA,0.0
2740,PN3N,0.0
2741,PNC1,0.0
2742,PNE3,5940.0
2743,PNG,0.0
2744,PNK,0.0
2745,PNO,0.0
2746,PNP,0.0
2747,PNU,0.0
2748,PNV,0.0
2749,PNW,0.0
2750,PNY,0.0
2751,PO0,12110.0
2752,PO9,0.0
2753,POC,0.0
2754,POPD,0.0
2755,PP1,0.0
2756,PP9,0.0
2757,PPA,0.0
2758,PPK,0.0
2759,PPL,0.0
2760,PPQ,0.0
2761,PPX,0.0
2762,PQ2,0.0
2763,PQ4,0.0
2764,PQ6,0.0
2765,PQ9,0.0
2766,PQE,0.0
2767,PQL,0.0
2768,PQX1,0.0
2769,PRA,20.0
2770,PRG,29090.0
2771,PRL,0.0
2772,PRM,0.0
2773,PRP,2875.0
2774,PRU,0.0
2775,PRXL,0.0
2776,PRZ,0.0
2777,PS4,0.0
2778,PS9A,0.0
2779,PSAN,0.0
2780,PSE,0.0
2781,PSM,24682.0
2782,PSU,0.0
2783,PSX,0.0
2784,PT8,0.0
2785,PTCA,3370.0
2786,PTM,0.0
2787,PTNA,0.0
2788,PTQ,0.0
2789,PU4,0.0
2790,PU7,0.0
2791,PU8,0.0
2792,PUD,0.0
2793,PUM,0.0
2794,PUR,0.0
2795,PUS,3600.0
2796,PUT2,0.0
2797,PUWA,0.0
2798,PUZ,0.0
2799,PV3A,0.0
2800,PVEN,0.0
2801,PVH,0.0
2802,PW5,0.0
2803,PW9,0.0
2804,PWO,9998.0
2805,PXI,0.0
2806,PXL,0.0
2807,PXLX,0.0
2808,PXQ,0.0
2809,PXR,0.0
2810,PY2,0.0
2811,PY5,0.0
2812,PY9,0.0
2813,PYA,0.0
2814,PYV,0.0
2815,PYW,0.0
2816,PZ6,0.0
2817,PZM,0.0
2818,PZX,0.0
2819,QAN,830.0
2820,QBV,0.0
2821,QC9,0.0
2822,QCE,9622.0
2823,QCI,0.0
2824,QCTA,0.0
2825,QDA,0.0
2826,QDI,0.0
2827,QE1,0.0
2828,QE2P,0.0
2829,QFSP,0.0
2830,QFU,0.0
2831,QG1,0.0
2832,QHH,0.0
2833,QHI,0.0
2834,QIA,1676.0000000000002
2835,QIN,0.0
2836,QKS,0.0
2837,QL2,0.0
2838,QLG,0.0
2839,QLT,0.0
2840,QM0,0.0
2841,QNMA,0.0
2842,QNT1,0.0
2843,QPE,0.0
2844,QPMC,0.0
2845,QR2,0.0
2846,QRL,0.0
2847,QS2A,0.0
2848,QS5,0.0
2849,QSC,91512.0
2850,QSI,0.0
2851,QSN,0.0
2852,QSU,0.0
2853,QSV,0.0
2854,QUU,0.0
2855,QY6,0.0
2856,R00N,0.0
2857,R1E,0.0
2858,R2F,0.0
2859,R3Q,0.0
2860,R42,0.0
2861,R4P,0.0
2862,R4R,0.0
2863,R4U,0.0
2864,R5I,0.0
2865,R66,0.0
2866,R6C,33891.0
2867,R6C3,56120.0
2868,R6L,0.0
2869,R7X1,0.0
2870,R8M,0.0
2871,R8R,0.0
2872,R8V,0.0
2873,R9H,0.0
2874,R9U2,0.0
2875,RAD,0.0
2876,RAE,0.0
2877,RAG,0.0
